(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07X21XMNM,B07MNTL2RX,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design 3 Piece Mini Set Microfiber Soft Warm Bedding with Shams (Light Grey, King + 2 King Shams)","2,382",0.09%,"2,760",0.08%,97.83%,35,0,1.47%,0.00%,"$2,520.47",$0.00,35,0
B099FK99PS,B098G2SBBZ,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Blue, 20x36in, 2 Pieces)",334,0.01%,523,0.02%,98.66%,39,0,11.68%,0.00%,"$1,899.61",$0.00,35,0
B07Q646L5M,B07GL2JB38,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Natural Bluestone Floral, Queen + 2 Shams)","1,370",0.05%,"1,740",0.05%,97.53%,37,0,2.70%,0.00%,"$1,558.16",$0.00,34,0
B07HNVPR6C,B07HNVPR6C,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, Twin, Pink Potpourri/Quartz Silver",0,0.00%,0,0.00%,0.00%,35,0,0.00%,0.00%,"$1,609.65",$0.00,34,0
B09DR7GMYC,B09DHLSKM1,"KASENTEX Light Weight All Season 2 Piece Quilt Bedding Set(Includes Quilt and Pillow Sham) - Soft Machine Washable Bedspread, Dark Grey, Twin Size","2,604",0.10%,"3,133",0.09%,94.54%,42,0,1.61%,0.00%,"$2,435.59",$0.00,34,0
B07Q646L5M,B07GL1MNPB,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Blush Pink Floral, Twin + 1 Sham)","3,564",0.13%,"4,155",0.12%,97.74%,35,0,0.98%,0.00%,"$1,106.10",$0.00,33,0
B07Q646L5M,B07GL3CKW6,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Taupe Grey, King + 2 Shams)","2,119",0.08%,"2,499",0.07%,98.00%,34,1,1.60%,0.05%,"$1,615.52",$44.99,33,1
B07Q646L5M,B07M6M1M3X,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Natural Bluestone Star, Oversized King + 2 King Shams)",790,0.03%,"1,107",0.03%,97.92%,33,1,4.18%,0.13%,"$1,757.08",$52.99,33,1
B07Q646L5M,B07M6M1SJT,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Blush Pink Floral, Oversized King + 2 Shams)","1,399",0.05%,"1,833",0.05%,99.29%,33,0,2.36%,0.00%,"$1,720.33",$0.00,33,0
B07X21XMNM,B07M9SHK2W,"KASENTEX All Season Quilted Comforter Set Chic Modern Printed Pattern Down Alternative Fill 3-Piece with Stylish Boarder Trim Design(Multi Blue, King + 2 King Shams)","2,482",0.09%,"2,888",0.08%,97.96%,33,1,1.33%,0.04%,"$2,390.87",$74.83,33,1
B08J8GGMRH,B08J8DYBQY,"KASENTEX Goose Down and Feather Pillow, Double Stitched Cotton and Microfiber for Luxury Comfort, Plush Medium Soft - Three Layer Bed Pillow with Blue Silky Piping (King)",138,0.01%,183,0.01%,100.00%,35,0,25.36%,0.00%,"$1,453.08",$0.00,33,0
B08J8GGMRH,B08J8G1L11,"KASENTEX Goose Down and Feather Pillow, Double Stitched Cotton and Microfiber for Luxury Comfort, Plush Medium Soft - Three Layer Bed Pillow with Blue Silky Piping (Standard)",179,0.01%,240,0.01%,97.92%,40,1,22.35%,0.56%,"$1,634.41",$52.95,33,1
B07Q646L5M,B07MRZ1X3L,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Aqua Sea Green, Oversized Queen + 2 Shams)","1,213",0.04%,"1,540",0.04%,98.77%,32,0,2.64%,0.00%,"$1,557.09",$0.00,32,0
B09GS69M6P,B09DHCRX2R,"KASENTEX 3-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, Queen Size","1,012",0.04%,"1,248",0.04%,97.20%,33,0,3.26%,0.00%,"$1,626.27",$0.00,32,0
B07X26VPWS,B07M9SKLGL,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Green, Oversize King Set)","2,501",0.09%,"3,354",0.10%,98.60%,31,0,1.24%,0.00%,"$2,800.67",$0.00,31,0
B0992XTZWX,B083HSH7LT,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Orchid Pink, King Set)","2,342",0.09%,"2,732",0.08%,96.74%,31,0,1.32%,0.00%,"$1,984.49",$0.00,31,0
B098PLQ699,B08J8DYBQY,"KASENTEX Goose Down and Feather Pillow, Double Stitched Cotton and Microfiber for Luxury Comfort, Plush Medium Soft - Three Layer Bed Pillow with Blue Silky Piping (King)",855,0.03%,"1,074",0.03%,92.92%,40,0,4.68%,0.00%,"$2,687.61",$0.00,31,0
B07X21XMNM,B07MDDGJ3H,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design Microfiber Soft Warm Bedding with Sham (Medium Purple, Twin + 1 Standard Sham)","1,719",0.06%,"2,051",0.06%,99.07%,31,0,1.80%,0.00%,"$1,590.20",$0.00,30,0
B07X2ZDLV9,B07MGZ9Q6G,"KASENTEX 3 Piece Quilt Set - Contemporary Oversized Bedding with Country-Chic Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Blue, Queen + 2 Shams 102x106+20x26 x2)","1,790",0.07%,"2,363",0.07%,98.48%,30,0,1.68%,0.00%,"$2,500.80",$0.00,30,0
B081QPZHJC,B081QQKKJN,"KASENTEX White Down and Feather Pillows - Triple Layer Fill and Design, 100% Luxury Cotton Fabric, Soft Touch Bed Pillow - Oeko Certified, King Size (20x36)",245,0.01%,309,0.01%,90.94%,39,0,15.92%,0.00%,"$1,539.75",$0.00,30,0
B099FMGSKX,B088Y38FMG,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Coastal Blue","1,277",0.05%,"1,564",0.05%,96.99%,31,0,2.43%,0.00%,"$1,271.69",$0.00,30,0
B07HHZGH13,B07L646SSQ,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize King(Blue/Beige, 120x118in)","3,235",0.12%,"4,127",0.12%,98.09%,29,0,0.90%,0.00%,"$3,764.41",$0.00,29,0
B07X2ZDLV9,B07MGZ9HPH,"KASENTEX 3 Piece Quilt Set - Contemporary Oversized Bedding with Country-Chic Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Blue, King + 2 King Shams 112x106+20x36 x2)","1,503",0.06%,"1,958",0.06%,99.13%,29,0,1.93%,0.00%,"$2,673.75",$0.00,29,0
B0992XTZWX,B083HRXX8L,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Daisy White, Twin Set)","2,963",0.11%,"3,502",0.10%,93.23%,36,0,1.21%,0.00%,"$1,741.64",$0.00,29,0
B0992XTZWX,B083HSDZ32,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Oxford Blue, King Set)","2,115",0.08%,"2,521",0.07%,90.84%,29,1,1.37%,0.05%,"$1,847.05",$65.33,29,1
B083HS7FGB,B083HSH7LT,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Orchid Pink, King Set)",595,0.02%,742,0.02%,98.92%,29,0,4.87%,0.00%,"$1,784.13",$0.00,29,0
B099FMGSKX,B088XTRP67,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Diamond Motif Blue/Ivory",638,0.02%,785,0.02%,93.12%,40,1,6.27%,0.16%,"$1,067.34",$25.73,29,1
B089WFRJFX,B08L9LSM46,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft and Machine Washable Bedding Duvet Insert (King Set, White)",578,0.02%,814,0.02%,96.68%,29,0,5.02%,0.00%,"$2,100.67",$0.00,29,0
B09DTLFSF5,B09DLG1P58,"KASENTEX Quilt Bedding Set Ultra Soft Bedspread - Lightweight Machine Washable All Season Coverlet Vintage Nostalgic Fish Stitch Design, Blue, Twin Size + 1 Sham","2,393",0.09%,"2,857",0.08%,94.96%,38,0,1.59%,0.00%,"$2,279.62",$0.00,29,0
B07HHZGH13,B07L6387R9,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Queen(Purple/Green, 102x118in)","3,490",0.13%,"4,243",0.12%,97.60%,28,1,0.80%,0.03%,"$3,444.17",$125.09,28,1
B081QQ2DLT,B081QPG8CG,"KASENTEX 100% White Down and Feather Bed Pillows Pair (Set) - Egyptian Cotton Fabric, Soft Touch Pillow - Oeko Certified Standard/Queen Size(20x30)",237,0.01%,333,0.01%,77.48%,29,0,12.24%,0.00%,"$1,261.52",$0.00,28,0
B07X21XMNM,B07MGZ5LY7,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design Microfiber Soft Warm Bedding with Shams (Peach Rose, King + 2 King Shams)","2,347",0.09%,"2,746",0.08%,96.90%,27,0,1.15%,0.00%,"$1,936.43",$0.00,27,0
B07PXTXDGQ,B07NLJZJPC,"KASENTEX Deluxe Quilted Fitted Mattress Pad Twin Size - 13 Inch Deep Pockets - Brushed Microfiber - Down Alternative Fill, Cozy & Ultra Soft",982,0.04%,"1,221",0.04%,93.20%,33,1,3.36%,0.10%,$986.47,$28.70,27,1
B081QQ2DLT,B081QPLY44,"KASENTEX 100% White Down and Feather Bed Pillows Pair (Set) - Egyptian Cotton Fabric, Soft Touch Pillow - Oeko Certified King Size(20x36)",446,0.02%,538,0.02%,95.72%,32,0,7.17%,0.00%,"$1,636.55",$0.00,27,0
B083HS7FGB,B083HSDZ32,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Oxford Blue, King Set)",639,0.02%,812,0.02%,99.75%,27,1,4.23%,0.16%,"$1,543.89",$59.39,27,1
B07X21XMNM,B07MNTH1M6,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design Microfiber Soft Warm Bedding with Shams (Medium Purple, King + 2 King Shams)","2,426",0.09%,"2,830",0.08%,98.94%,26,0,1.07%,0.00%,"$1,861.43",$0.00,26,0
B083HS7FGB,B083HSDK91,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Oxford Blue, Full/Queen Set)",834,0.03%,"1,070",0.03%,97.01%,26,0,3.12%,0.00%,"$1,476.98",$0.00,26,0
B089WFRJFX,B089WGGZY8,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Twin, Antique Red/Rose Pink",834,0.03%,"1,125",0.03%,98.93%,26,0,3.12%,0.00%,"$1,334.40",$0.00,26,0
B08J5J7HT9,B08J5VN2RR,"KASENTEX All Season Luxury Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 47oz, 750 Fill Power, Duvet Insert, White, King Size",752,0.03%,907,0.03%,97.68%,27,1,3.59%,0.13%,"$6,180.91",$225.56,26,1
B08JHC8FSB,B09CDZQ373,"KASENTEX Seersucker Quilted Comforter All Season Down Alternative Reversible Fluffy Ultra Soft Duvet Insert, Hypoallergenic Machine Washable, Pink, Twin Size",766,0.03%,926,0.03%,99.57%,30,0,3.92%,0.00%,"$1,686.90",$0.00,26,0
B08JHC8FSB,B09CDZQT62,"KASENTEX Seersucker Quilted Comforter All Season Down Alternative Reversible Fluffy Ultra Soft Duvet Insert, Hypoallergenic Machine Washable, Dark Sage Green, Twin Size",598,0.02%,733,0.02%,99.18%,28,0,4.68%,0.00%,"$1,458.93",$0.00,26,0
B08JHC8FSB,B09CF1BKRH,"KASENTEX Seersucker Quilted Comforter All Season Down Alternative Reversible Fluffy Ultra Soft Duvet Insert, Hypoallergenic Machine Washable, Navy Blue, Twin Size",319,0.01%,386,0.01%,98.19%,27,0,8.46%,0.00%,"$1,481.73",$0.00,25,0
B07Q646L5M,B07GL2Y2Y3,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Deep Celadon Green, King + 2 Shams)","1,589",0.06%,"1,971",0.06%,98.73%,24,0,1.51%,0.00%,"$1,147.74",$0.00,24,0
B077XSRDTN,B07PWHHRFT,"KASENTEX 3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (Twin + 2 Shams, Light Blue)","1,698",0.06%,"2,081",0.06%,98.65%,27,0,1.59%,0.00%,"$1,393.72",$0.00,24,0
B083HS7FGB,B083HS8RJ3,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Orchid Pink, Full/Queen Set)",563,0.02%,737,0.02%,98.64%,24,1,4.26%,0.18%,"$1,385.86",$54.44,24,1
B088ZGT8GM,B088Y9W7BQ,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Boho-Royal Garden",306,0.01%,430,0.01%,96.98%,25,0,8.17%,0.00%,"$1,059.03",$0.00,24,0
B09J1LCG51,B09J1P9H1W,"KASENTEX All Seasons 100% Cotton Goose Down and Feather Duvet Insert - Soft Fluffy White Comforter, 60x90, Twin Size","2,425",0.09%,"3,046",0.09%,86.64%,24,0,0.99%,0.00%,"$2,879.76",$0.00,24,0
B07X26VPWS,B07M62BWTC,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Yellow, Oversize Queen Set)",902,0.03%,"1,159",0.03%,98.88%,23,0,2.55%,0.00%,"$1,924.88",$0.00,23,0
