(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07Q646L5M,B07MBCBX3P,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Sunshine Yellow, Twin + 1 Sham)","1,888",0.07%,"2,275",0.07%,94.51%,22,0,1.17%,0.00%,$699.70,$0.00,21,0
B07X26VPWS,B07MKLHTWJ,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Blue, Oversize Queen Set)","1,409",0.05%,"1,791",0.05%,97.93%,21,0,1.49%,0.00%,"$1,730.17",$0.00,21,0
B083HS7FGB,B083HS7NT1,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Daisy White, Full/Queen Set)",657,0.02%,821,0.02%,98.54%,21,0,3.20%,0.00%,"$1,171.95",$0.00,21,0
B088ZGT8GM,B088XPHMGZ,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Diamond Motif Blue/Ivory",246,0.01%,380,0.01%,98.16%,22,0,8.94%,0.00%,$908.16,$0.00,21,0
B099FMGSKX,B088XS9BBN,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Multicolored Floral Paisley",798,0.03%,989,0.03%,95.55%,25,0,3.13%,0.00%,$644.55,$0.00,21,0
B099FMGSKX,B088XVMDZH,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Multicolored Floral Paisley",433,0.02%,513,0.01%,96.30%,23,0,5.31%,0.00%,$919.77,$0.00,21,0
B099FMGSKX,B088Y9T9XP,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Printed Multi-Blue",583,0.02%,706,0.02%,90.79%,24,0,4.12%,0.00%,$623.76,$0.00,21,0
B08JHC8FSB,B09CDZ86KK,"KASENTEX Seersucker Quilted Comforter All Season Down Alternative Reversible Fluffy Ultra Soft Duvet Insert, Hypoallergenic Machine Washable, Light Gray, Twin Size",499,0.02%,595,0.02%,99.33%,21,0,4.21%,0.00%,"$1,185.39",$0.00,21,0
B07JM78NHR,B07HPC8M9D,"KASENTEX Luxurious White Down Comforter Duvet Insert, Poly Cotton Shell Down Proof, Year Round White Down Comforter, Twin Size","2,342",0.09%,"2,738",0.08%,94.19%,22,2,0.94%,0.09%,"$2,200.71",$189.86,20,2
B088ZGT8GM,B088XS9BBN,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Multicolored Floral Paisley",132,0.00%,210,0.01%,99.05%,24,0,18.18%,0.00%,$647.50,$0.00,20,0
B09GS69M6P,B09DGVL3K4,"KASENTEX 3-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, King Size",804,0.03%,"1,007",0.03%,95.23%,20,0,2.49%,0.00%,"$1,099.80",$0.00,20,0
B07Q646L5M,B07ML4Y1S1,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Taupe Grey, Oversized King + 2 Shams)",591,0.02%,728,0.02%,98.90%,19,1,3.21%,0.17%,$991.24,$52.99,19,1
B0992XTZWX,B083HS847C,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Pewter Grey, Twin Set)","2,008",0.07%,"2,244",0.06%,93.94%,19,0,0.95%,0.00%,$961.30,$49.49,19,1
B085NQLY4K,B085NQLY4K,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, Queen Set)",0,0.00%,0,0.00%,0.00%,19,0,0.00%,0.00%,"$1,063.81",$0.00,19,0
B099FMGSKX,B088XR2PYF,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Coastal Blue",645,0.02%,750,0.02%,89.33%,29,0,4.50%,0.00%,$753.71,$0.00,19,0
B089WFRJFX,B08L9NR4HP,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft and Machine Washable Bedding Duvet Insert (Twin Set, White)",800,0.03%,"1,083",0.03%,98.71%,20,0,2.50%,0.00%,"$1,039.69",$0.00,19,0
B07HGFY8PX,B07HGFC196,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, wrap-Around, Indoor/Outdoor(Green, 60x50in, Knitted Weave Design)",693,0.03%,854,0.02%,97.07%,21,4,3.03%,0.58%,$632.73,$118.76,18,2
B0992LWXR7,B07HNVPR6C,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, Twin, Pink Potpourri/Quartz Silver",0,0.00%,0,0.00%,0.00%,18,0,0.00%,0.00%,$827.82,$0.00,18,0
B07JDJ2RDX,B07KKMYMGR,"KASENTEX Plush Poly Velvet Lavish Design Quilt Set - Luxurious Bedding Soft & Warm Machine Washable Coverlet (Holly Red, King + 2 Shams)",766,0.03%,896,0.03%,96.99%,18,0,2.35%,0.00%,"$1,094.05",$0.00,18,0
B07JM78NHR,B07ZH91GCS,"KASENTEX Luxurious White Down Comforter Duvet Insert, Poly Cotton Shell Down Proof, 750 Fill Power Optimum White Down Comforter, King Size","1,259",0.05%,"1,471",0.04%,81.99%,18,1,1.43%,0.08%,"$2,961.93",$173.44,18,1
B088ZGT8GM,B088XVMDZH,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Multicolored Floral Paisley",213,0.01%,322,0.01%,97.52%,17,0,7.98%,0.00%,$714.91,$0.00,17,0
B09DR82N9L,B09DHCRX2R,"KASENTEX 3-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, Queen Size",94,0.00%,112,0.00%,100.00%,17,0,18.09%,0.00%,$764.83,$0.00,17,0
B07Q646L5M,B07GL16LD3,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Taupe Grey, Twin + 1 Sham)","2,038",0.07%,"2,357",0.07%,96.35%,18,0,0.88%,0.00%,$570.73,$0.00,16,0
B07Q646L5M,B07GL2BX8D,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Taupe Grey, Queen + 2 Shams)",947,0.03%,"1,126",0.03%,96.89%,18,0,1.90%,0.00%,$754.04,$0.00,16,0
B07X21XMNM,B07M6283G1,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design Microfiber Soft Warm Bedding with Sham (Peach Rose, Twin + 1 Sham)","2,367",0.09%,"2,746",0.08%,97.45%,17,0,0.72%,0.00%,$804.56,$0.00,16,0
B099FMGSKX,B088XTS8JV,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Printed Multi-Blue",375,0.01%,443,0.01%,98.42%,16,0,4.27%,0.00%,$639.84,$0.00,16,0
B088ZGT8GM,B088Y734T2,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Boho-Royal Garden",323,0.01%,466,0.01%,98.93%,20,0,6.19%,0.00%,$533.88,$0.00,16,0
B09DR82N9L,B09DGVST1P,"KASENTEX 3-Piece Zig Zag Queen Quilt Bedding Set- Lightweight All Season Reversible Ultra Soft Bedspread, Blue,",101,0.00%,112,0.00%,100.00%,17,1,16.83%,0.99%,$674.85,$44.99,16,1
B07X26VPWS,B07MGZ8SK7,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Green, Oversize Queen Set)","1,170",0.04%,"1,469",0.04%,97.82%,15,0,1.28%,0.00%,"$1,221.32",$0.00,15,0
B07PXTXDGQ,B07NLK4FVL,"KASENTEX Deluxe Quilted Fitted Mattress Pad Twin XL Size - 13 Inch Deep Pockets - Brushed Microfiber - Down Alternative Fill, Cozy & Ultra Soft",429,0.02%,514,0.01%,89.11%,20,0,4.66%,0.00%,$585.66,$0.00,15,0
B07JM78NHR,B07ZH8XXSY,"KASENTEX Luxurious White Down Comforter Duvet Insert, Poly Cotton Shell Down Proof, 750 Fill Power Optimum White Down Comforter, Queen Size","1,357",0.05%,"1,642",0.05%,79.96%,15,2,1.11%,0.15%,"$2,295.98",$296.98,15,2
B0992XTZWX,B083HRCGWM,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Oxford Blue, Twin Set)","1,944",0.07%,"2,452",0.07%,83.36%,15,0,0.77%,0.00%,$668.50,$0.00,15,0
B08J5FRVTP,B08J5SF4HJ,"KASENTEX Contemporary Brushed Cotton and Microfiber Comforter - White Goose Down and Feather Fill, 700 Fill Power 54oz, Duvet Insert with Blue Silky Piping and Soft Touch, King Size",609,0.02%,689,0.02%,97.82%,15,0,2.46%,0.00%,"$2,602.44",$0.00,15,0
B09DTLFSF5,B09DLGH7SK,"KASENTEX Quilt Bedding Set Ultra Soft Bedspread - Lightweight Machine Washable All Season Coverlet Vintage Nostalgic RV Camper and Compass Stitch Design, Grey, Twin Size + 1 Sham","1,692",0.06%,"1,940",0.06%,95.15%,17,1,1.00%,0.06%,"$1,019.83",$59.99,15,1
B07HNCFN7M,B07HNCFN7M,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, King, Pink Potpourri/Quartz Silver",0,0.00%,0,0.00%,0.00%,14,0,0.00%,0.00%,$909.86,$0.00,14,0
B07X26VPWS,B07M62CCN4,"Kasentex Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Yellow, Oversize King Set)",446,0.02%,658,0.02%,98.48%,14,1,3.14%,0.22%,"$1,322.47",$93.39,14,1
B07Q646L5M,B07MDY4RGL,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Flint Grey, Oversized Queen + 2 Shams)","1,219",0.04%,"1,535",0.04%,99.15%,14,1,1.15%,0.08%,$652.83,$49.31,14,1
B094Q2V7ZV,B094PNT4GB, ,0,0.00%,0,0.00%,0.00%,14,0,0.00%,0.00%,$351.72,$0.00,14,0
B07HHZGH13,B07L63KHP1,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize King(Purple/Green, 120x118in)","1,403",0.05%,"1,814",0.05%,97.13%,13,0,0.93%,0.00%,"$1,715.41",$0.00,13,0
B07HHZGH13,B07L63KJ92,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Blue/Beige, 26x20in, 2 Pieces)",409,0.02%,616,0.02%,96.92%,15,0,3.67%,0.00%,$725.36,$0.00,13,0
B07X2ZDLV9,B07MDDLZWH,"KASENTEX 3 Piece Quilt Set - Contemporary Oversized Bedding with Country-Chic Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Blue, Twin + 2 Shams 80x106+20x26 x2)","1,168",0.04%,"1,489",0.04%,97.04%,16,0,1.37%,0.00%,"$1,154.88",$0.00,13,0
B07PXTXDGQ,B07NLJRFM7,"KASENTEX Deluxe Quilted Fitted Mattress Pad Cal King - 13 Inch Deep Pockets - Brushed Microfiber - Down Alternative Fill, Cozy & Ultra Soft",313,0.01%,393,0.01%,90.08%,13,0,4.15%,0.00%,$593.41,$0.00,13,0
B07X57NFZB,B07Q9FCJCT,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Purple, Weighted Blanket 15 lb - 60x80)",381,0.01%,487,0.01%,93.63%,13,0,3.41%,0.00%,"$1,063.47",$0.00,13,0
B083HS7FGB,B083HS847C,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Pewter Grey, Twin Set)",432,0.02%,570,0.02%,96.84%,16,0,3.70%,0.00%,$764.65,$0.00,13,0
B097YQXWHH,B094RDWTHM,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 2",72,0.00%,90,0.00%,82.22%,14,0,19.44%,0.00%,$336.87,$0.00,13,0
B0992LWXR7,B07HNSLKJQ,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,12,0,0.00%,0.00%,$671.88,$0.00,12,0
B07X21XMNM,B07M9SJ3C5,"KASENTEX All Season Quilted Comforter Set Chic Modern Printed Pattern Down Alternative Fill 2-Piece with Stylish Boarder Trim Design(Floral Blue, Twin + 1 Sham)","3,365",0.12%,"3,784",0.11%,97.52%,13,0,0.39%,0.00%,$699.43,$0.00,12,0
B07X26VPWS,B07MDDK4MB,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Blue, Oversize King Set)",698,0.03%,929,0.03%,98.17%,12,0,1.72%,0.00%,"$1,128.21",$0.00,12,0
B07X1LC6MR,B07X3M7K9R,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Purple",301,0.01%,407,0.01%,100.00%,12,0,3.99%,0.00%,$370.58,$0.00,12,0
B083HS7FGB,B083HSBQ2F,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Orchid Pink, Twin Set)",462,0.02%,601,0.02%,97.17%,12,0,2.60%,0.00%,$572.73,$0.00,12,0
B085NQR1Z8,B085NQR1Z8,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, King Set)",0,0.00%,0,0.00%,0.00%,12,0,0.00%,0.00%,$779.88,$0.00,12,0
B088ZGT8GM,B088XR2PYF,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Coastal Blue",155,0.01%,214,0.01%,88.79%,15,1,9.68%,0.65%,$414.58,$27.50,12,1
B088ZGT8GM,B088Y9T9XP,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Printed Multi-Blue",189,0.01%,321,0.01%,99.38%,19,0,10.05%,0.00%,$503.97,$0.00,12,0
B094Q2V7ZV,B094PJY6YL,"KASENTEX 100% Cotton Ultra Soft Throw Blanket Blanket - Lightweight Breathable - 400GSM Linen Quality Gauze Design for Home Soft Throw Blanket for Couch Sofa Bed - All Season, Blue, 50x60in",0,0.00%,0,0.00%,0.00%,12,0,0.00%,0.00%,$301.68,$0.00,12,0
B077TNR2CJ,B07439DJMW,"KASENTEX Orthopedic Seat Pad Cushion Comfort Pillow for Back, Hemorrhoids, Prostate, Pregnancy, Post Natal Pain Relief - All Day Sitting Comfort On Chairs, Sofas and in The Car(Blue, 18x16x3)",94,0.00%,113,0.00%,94.69%,15,0,15.96%,0.00%,$305.19,$0.00,11,0
B07HHZGH13,B07L63BPPP,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Purple/Green, 26x20in, 2 Pieces)",276,0.01%,394,0.01%,95.94%,12,0,4.35%,0.00%,$628.05,$0.00,11,0
B07HHZGH13,B07L63HDMY,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Queen(Blue/Beige, 102x118in)","3,151",0.12%,"3,801",0.11%,97.71%,11,0,0.35%,0.00%,"$1,306.17",$0.00,11,0
B07Q646L5M,B07MHJSR39,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Aqua Sea Green, Oversized King + 2 King Shams)",312,0.01%,419,0.01%,98.33%,11,0,3.53%,0.00%,$559.89,$0.00,11,0
B083HS7FGB,B083HRXX8L,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Daisy White, Twin Set)",253,0.01%,340,0.01%,97.94%,12,0,4.74%,0.00%,$536.06,$0.00,11,0
B08J5J7HT9,B08J5LL1H3,"KASENTEX Warm Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 35oz, 750 Fill Power, Duvet Insert, White, Twin/Twin XL Size","1,420",0.05%,"1,641",0.05%,92.32%,13,0,0.92%,0.00%,"$2,279.02",$0.00,11,0
B08J5J7HT9,B08J5M5VXG,"KASENTEX All Season Luxury Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 30oz, 750 Fill Power, Duvet Insert, White, Twin/Twin XL Size",457,0.02%,515,0.01%,75.92%,13,2,2.84%,0.44%,"$2,160.68",$336.58,11,1
B094RDSQBD,B094RC5Z53, ,0,0.00%,0,0.00%,0.00%,12,0,0.00%,0.00%,$299.88,$0.00,11,0
B094RDSQBD,B094RDZK5X,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 4",0,0.00%,0,0.00%,0.00%,16,0,0.00%,0.00%,$695.84,$0.00,11,0
B094RDSQBD,B094RFWNPY,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 4",0,0.00%,0,0.00%,0.00%,12,0,0.00%,0.00%,$511.88,$0.00,11,0
B07HNKZRKP,B07HNKZRKP,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,13,0,0.00%,0.00%,$597.87,$0.00,10,0
B07ZRCPVZL,B07MKLBT1C,"KASENTEX Quilt Set with Contemporary Plaid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Chambray Blue, King + 2 King Shams)",566,0.02%,671,0.02%,97.91%,10,0,1.77%,0.00%,$645.69,$0.00,10,0
B077XSRDTN,B07PVKRVF6,"KASENTEX 3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (Twin + 2 Shams, Red)","1,738",0.06%,"2,102",0.06%,95.58%,11,0,0.63%,0.00%,$563.18,$0.00,10,0
B097YQXWHH,B097CHNFT5,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 6",91,0.00%,111,0.00%,95.50%,11,1,12.09%,1.10%,$615.89,$55.99,10,1
B09GS69M6P,B09GTT9YBG,"KASENTEX 3-Piece Zig Zag King Size Quilt Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Blue",341,0.01%,440,0.01%,88.86%,10,1,2.93%,0.29%,$559.90,$49.99,10,1
B07YZZZWCD,B07GLJ4MXX,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Star Design, King + 2 Shams, Sand Beige",489,0.02%,624,0.02%,95.35%,9,0,1.84%,0.00%,$416.94,$0.00,9,0
B07H3D4JSF,B07H3D4JSF,"KASENTEX All Season Down Alternative Quilted Comforter Set with Sham(s) -Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,9,0,0.00%,0.00%,$503.91,$0.00,9,0
B07HNKC98L,B07HNKC98L,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, King, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,9,0,0.00%,0.00%,$584.91,$0.00,9,0
B07L587N6W,B07HNSLKJQ,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,9,0,0.00%,0.00%,$503.91,$0.00,9,0
B07X2ZDLV9,B07MKLK4K7,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Floral Pink, King + 2 King Shams 112x106+20x36 x2)","1,505",0.06%,"1,811",0.05%,97.07%,10,0,0.66%,0.00%,$945.01,$0.00,9,0
B08J5J7HT9,B08J5FPXPD,"KASENTEX All Season Luxury Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 40oz, 750 Fill Power, Duvet Insert, White, Full/Queen Size",357,0.01%,433,0.01%,96.30%,9,0,2.52%,0.00%,"$1,883.34",$0.00,9,0
B094RDSQBD,B094RG4FXX,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 4",0,0.00%,0,0.00%,0.00%,10,0,0.00%,0.00%,$419.90,$0.00,9,0
B09DR82N9L,B09DGVL3K4,"KASENTEX 3-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, King Size",51,0.00%,58,0.00%,100.00%,9,0,17.65%,0.00%,$449.91,$0.00,9,0
B09DR82N9L,B09DHCFN3Q,"KASENTEX 2-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Blue, Twin Size",110,0.00%,133,0.00%,100.00%,9,0,8.18%,0.00%,$359.91,$0.00,9,0
B09DR82N9L,B09DHGQQCY,"KASENTEX 3-Piece Zig Zag Quilt Set - Lightweight All Season Reversible Ultra Soft Bedspread, Blue, King Size",49,0.00%,60,0.00%,100.00%,9,0,18.37%,0.00%,$399.92,$0.00,9,0
B07L5HFCDZ,B07DQHGCLT,"KASENTEX Stone Washed Quilted Coverlet Set with Standard Shams, 100% Cotton Ultra Soft Bedspread, Traditional Country Chic Floral Embroidery Patterned, Twin + 1, Clay Brown",351,0.01%,465,0.01%,84.09%,9,0,2.56%,0.00%,$663.01,$0.00,8,0
B07Q646L5M,B07GL14W7T,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Camel, King + 2 Shams)",585,0.02%,762,0.02%,95.67%,8,0,1.37%,0.00%,$379.48,$0.00,8,0
B07YZZZWCD,B07GL4PSHR,"KASENTEX Quilted Coverlet Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Star Design, Twin + 1 Sham, Sand Beige",716,0.03%,876,0.03%,54.57%,13,0,1.82%,0.00%,$405.61,$0.00,8,0
B07HGFY8PX,B07HGF99WL,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, wrap-Around, Indoor/Outdoor(Brown, 60x50in, Knitted Crosshatch Design)",444,0.02%,549,0.02%,94.35%,9,2,2.03%,0.45%,$278.41,$59.98,8,1
B0992LWXR7,B07HNCFN7M,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, King, Pink Potpourri/Quartz Silver",0,0.00%,0,0.00%,0.00%,8,0,0.00%,0.00%,$519.92,$0.00,8,0
B07X21XMNM,B07M9SFVFX,"KASENTEX Quilted Comforter Set with Stylish Ruffled Edge Trim Nostalgic Design Microfiber Soft Warm Bedding with Sham (Light Grey, Twin + 1 Sham)","1,818",0.07%,"2,034",0.06%,97.35%,9,0,0.50%,0.00%,$438.11,$0.00,8,0
B07N6SKFQJ,B07MKLCH7T,"KASENTEX Quilt Set King Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Shams(Traditional Blue, King 104x90in + 2 Shams 36x20in)",994,0.04%,"1,210",0.03%,88.35%,8,0,0.80%,0.00%,$536.67,$0.00,8,0
B07N6SKFQJ,B07MNGXD5H,"KASENTEX Quilt Set Bedspread with Chic Stylish Traditional Diamond Pattern Design, Microfiber Soft & Warm Bedding with Shams(Dark Grey, King Size 104x90in + 2 King Shams 36x20in)",203,0.01%,245,0.01%,96.73%,8,0,3.94%,0.00%,$479.92,$0.00,8,0
B07X1LC6MR,B07WZGNJT7,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Pink",261,0.01%,353,0.01%,98.87%,8,0,3.07%,0.00%,$292.81,$0.00,8,0
B07X1LC6MR,B07X1LCBHH,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Camel",459,0.02%,552,0.02%,97.28%,8,0,1.74%,0.00%,$304.62,$0.00,8,0
B07X4YSVY6,B07X4YSVY6,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, King Set)",0,0.00%,0,0.00%,0.00%,8,0,0.00%,0.00%,$519.92,$0.00,8,0
B0992LWXR7,B085NQLY4K,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, Queen Set)",0,0.00%,0,0.00%,0.00%,8,0,0.00%,0.00%,$447.92,$0.00,8,0
B099FMGSKX,B088XPHMGZ,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Diamond Motif Blue/Ivory",432,0.02%,494,0.01%,95.75%,8,0,1.85%,0.00%,$319.92,$0.00,8,0
B08J5FRVTP,B08J62CBNS,"KASENTEX Contemporary Brushed Cotton and Microfiber Comforter - White Goose Down and Feather Fill, 700 Fill Power 46oz, Duvet Insert with Blue Silky Piping and Soft Touch, Queen Size",474,0.02%,531,0.02%,96.99%,8,0,1.69%,0.00%,"$1,271.88",$0.00,8,0
B097YQXWHH,B094RG4FXX,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 4",36,0.00%,37,0.00%,91.89%,8,0,22.22%,0.00%,$335.92,$0.00,8,0
B0992LWXR7,B07H3DM779,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, King, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,7,0,0.00%,0.00%,$454.93,$0.00,7,0
